date,time,srcIP,destIP,port,flow
2016/4/6,12:43:49,202.120.103.244,193.88.101.216,25,456
2016/4/8,22:44:37,202.120.91.216,192.246.202.135,443,43681
2016/4/3,19:18:35,202.120.9.234,192.246.202.135,25,71571
2016/4/10,19:52:19,202.120.9.120,192.246.202.135,443,16683
2016/4/20,16:55:51,202.120.71.171,192.246.202.135,443,48697
2016/4/18,03:54:05,202.120.7.193,192.246.202.135,443,88018
2016/4/6,05:48:45,202.120.64.211,192.246.202.135,443,10581
2016/4/15,17:41:41,202.120.60.34,192.246.202.135,25,84714
2016/4/22,23:08:13,202.120.42.85,192.246.202.135,8080,226
2016/4/18,02:55:45,202.120.38.11,192.246.202.135,8080,50142
2016/4/29,20:12:35,202.120.253.143,192.246.202.135,8080,70650
2016/4/13,06:25:37,202.120.212.28,192.246.202.135,8080,94521
2016/4/13,00:55:19,202.120.193.223,192.246.202.135,80,54298
2016/4/15,20:38:39,202.120.181.229,192.246.202.135,443,71285
2016/4/29,08:35:57,202.120.178.142,192.246.202.135,25,59682
2016/4/26,01:19:08,202.120.170.201,192.246.202.135,25,2030
2016/4/20,13:56:00,202.120.169.70,192.246.202.135,25,8403
2016/4/25,11:24:55,202.120.168.82,192.246.202.135,80,58132
2016/4/18,00:56:30,202.120.167.69,192.246.202.135,25,30936
2016/4/30,14:17:19,202.120.144.206,192.246.202.135,443,79918
2016/4/23,15:12:52,202.120.139.228,192.246.202.135,25,53650
2016/4/6,20:29:07,202.120.13.94,192.246.202.135,25,95677
2016/4/27,15:53:21,202.120.118.112,192.246.202.135,8080,30840
2016/4/20,14:33:26,202.120.95.37,189.100.224.244,80,75159
2016/4/7,04:50:13,202.120.88.66,189.100.224.244,80,29288
2016/4/23,09:28:28,202.120.82.47,189.100.224.244,25,86607
2016/4/6,00:57:38,202.120.41.130,189.100.224.244,443,40345
2016/4/16,17:48:39,202.120.35.253,189.100.224.244,8080,55328
2016/4/6,14:16:04,202.120.33.83,189.100.224.244,80,74932
2016/4/23,12:27:06,202.120.33.237,189.100.224.244,8080,26500
2016/4/19,02:37:59,202.120.251.189,189.100.224.244,25,3050
2016/4/29,15:12:51,202.120.225.206,189.100.224.244,80,21385
2016/4/14,07:29:13,202.120.221.141,189.100.224.244,443,7318
2016/4/12,14:47:04,202.120.210.183,189.100.224.244,25,84333
2016/4/16,06:24:15,202.120.206.146,189.100.224.244,443,13321
2016/4/18,17:12:08,202.120.2.84,189.100.224.244,80,24832
2016/4/2,18:36:10,202.120.18.125,189.100.224.244,25,51848
2016/4/13,17:18:55,202.120.154.11,189.100.224.244,25,73323
2016/4/24,17:51:57,202.120.150.178,189.100.224.244,80,47152
2016/4/17,01:36:57,202.120.138.38,189.100.224.244,8080,85709
2016/4/6,01:51:32,202.120.116.17,189.100.224.244,25,14622
2016/4/26,09:27:11,202.120.102.148,189.100.224.244,8080,20515
2016/4/20,02:18:44,202.120.84.252,187.165.252.161,25,11514
2016/4/24,19:16:05,202.120.77.194,187.165.252.161,80,51404
2016/4/3,10:00:13,202.120.59.4,187.165.252.161,80,21654
2016/4/18,08:57:48,202.120.39.141,187.165.252.161,443,25294
2016/4/3,14:53:31,202.120.34.219,187.165.252.161,8080,93280
2016/4/26,11:51:32,202.120.28.25,187.165.252.161,25,28626
2016/4/10,18:48:43,202.120.249.248,187.165.252.161,8080,1250
2016/4/24,07:44:39,202.120.240.168,187.165.252.161,25,44433
2016/4/6,13:45:37,202.120.239.114,187.165.252.161,443,52210
2016/4/24,18:40:45,202.120.237.20,187.165.252.161,25,39528
2016/4/12,11:33:54,202.120.230.188,187.165.252.161,443,2009
2016/4/6,19:16:55,202.120.145.143,187.165.252.161,80,49156
2016/4/9,21:12:25,202.120.141.106,187.165.252.161,25,30644
2016/4/24,13:17:16,202.120.137.170,187.165.252.161,443,69484
2016/4/27,02:33:41,202.120.126.205,187.165.252.161,25,75049
2016/4/24,18:36:09,202.120.125.128,187.165.252.161,8080,78993
2016/4/24,07:13:15,202.120.121.35,187.165.252.161,443,87495
2016/4/24,04:52:01,202.120.101.27,187.165.252.161,8080,18579
2016/4/19,11:53:35,202.120.101.139,187.165.252.161,25,33085
2016/4/12,23:20:54,202.120.94.206,183.216.114.116,443,32807
2016/4/24,19:38:14,202.120.82.35,183.216.114.116,8080,84903
2016/4/11,01:58:24,202.120.75.18,183.216.114.116,25,74519
2016/4/23,09:09:21,202.120.71.102,183.216.114.116,25,93291
2016/4/11,07:46:54,202.120.52.88,183.216.114.116,443,65629
2016/4/4,22:30:38,202.120.49.147,183.216.114.116,8080,22342
2016/4/3,17:46:53,202.120.4.99,183.216.114.116,8080,6742
2016/4/17,22:31:15,202.120.4.246,183.216.114.116,25,14725
2016/4/24,22:10:35,202.120.254.126,183.216.114.116,8080,92340
2016/4/4,02:14:44,202.120.25.198,183.216.114.116,443,27195
2016/4/21,13:03:37,202.120.238.214,183.216.114.116,25,52214
2016/4/2,08:07:27,202.120.234.124,183.216.114.116,8080,12420
2016/4/12,16:20:40,202.120.211.43,183.216.114.116,443,57929
2016/4/14,00:55:33,202.120.208.77,183.216.114.116,8080,53352
2016/4/13,08:16:59,202.120.190.11,183.216.114.116,80,13627
2016/4/21,13:53:44,202.120.18.177,183.216.114.116,25,27431
2016/4/11,09:48:17,202.120.179.133,183.216.114.116,8080,32511
2016/4/21,14:10:55,202.120.169.200,183.216.114.116,443,34873
2016/4/8,17:01:29,202.120.162.117,183.216.114.116,8080,45812
2016/4/12,20:02:19,202.120.161.135,183.216.114.116,25,44536
2016/4/2,08:32:55,202.120.158.50,183.216.114.116,80,94386
2016/4/17,14:29:20,202.120.154.135,183.216.114.116,8080,11676
2016/4/29,10:28:50,202.120.151.148,183.216.114.116,80,14215
2016/4/1,22:47:52,202.120.112.2,183.216.114.116,25,46285
2016/4/26,18:20:55,202.120.102.112,183.216.114.116,80,42242
2016/4/14,12:36:02,202.120.83.228,18.42.24.25,25,86378
2016/4/21,13:01:16,202.120.77.211,18.42.24.25,8080,4625
2016/4/24,18:46:45,202.120.55.134,18.42.24.25,80,20875
2016/4/22,16:00:20,202.120.51.91,18.42.24.25,443,31063
2016/4/5,04:54:07,202.120.50.183,18.42.24.25,25,95894
2016/4/13,23:35:32,202.120.49.71,18.42.24.25,443,76995
2016/4/22,08:00:14,202.120.29.117,18.42.24.25,80,94191
2016/4/17,12:04:37,202.120.251.138,18.42.24.25,25,20790
2016/4/1,23:05:47,202.120.237.99,18.42.24.25,25,8016
2016/4/18,00:38:05,202.120.230.254,18.42.24.25,80,37457
2016/4/23,12:59:29,202.120.216.241,18.42.24.25,25,94874
2016/4/2,19:48:25,202.120.199.192,18.42.24.25,80,1759
2016/4/17,07:01:52,202.120.199.116,18.42.24.25,443,43961
2016/4/28,10:38:04,202.120.196.97,18.42.24.25,443,28426
2016/4/4,16:53:50,202.120.175.116,18.42.24.25,8080,85183
2016/4/27,19:44:22,202.120.171.94,18.42.24.25,80,53561
2016/4/8,01:25:51,202.120.171.154,18.42.24.25,8080,15427
2016/4/13,05:27:50,202.120.170.14,18.42.24.25,25,16446
2016/4/19,06:43:19,202.120.165.223,18.42.24.25,8080,57057
2016/4/8,09:48:39,202.120.150.81,18.42.24.25,80,73276
2016/4/21,13:51:46,202.120.148.236,18.42.24.25,8080,96318
2016/4/22,06:44:26,202.120.142.139,18.42.24.25,80,49290
2016/4/6,10:58:26,202.120.138.175,18.42.24.25,80,92135
2016/4/21,16:48:49,202.120.113.176,18.42.24.25,25,4593
2016/4/8,15:11:52,202.120.88.200,179.144.23.207,80,78188
2016/4/18,19:51:51,202.120.86.230,179.144.23.207,80,1752
2016/4/3,09:02:00,202.120.83.97,179.144.23.207,25,26782
2016/4/13,22:49:38,202.120.76.174,179.144.23.207,25,78943
2016/4/30,04:05:38,202.120.57.208,179.144.23.207,443,32946
2016/4/29,01:26:44,202.120.56.90,179.144.23.207,80,3646
2016/4/15,20:13:02,202.120.56.107,179.144.23.207,8080,51188
2016/4/18,23:13:04,202.120.52.56,179.144.23.207,25,8354
2016/4/20,10:13:15,202.120.51.249,179.144.23.207,80,5396
2016/4/4,06:18:41,202.120.40.168,179.144.23.207,80,28059
2016/4/26,11:46:24,202.120.246.80,179.144.23.207,8080,65919
2016/4/24,15:54:47,202.120.235.240,179.144.23.207,25,46455
2016/4/15,19:11:51,202.120.234.219,179.144.23.207,8080,15884
2016/4/13,15:13:43,202.120.230.177,179.144.23.207,80,72381
2016/4/29,02:37:13,202.120.229.234,179.144.23.207,443,57969
2016/4/9,02:09:00,202.120.224.69,179.144.23.207,8080,6124
2016/4/22,05:45:31,202.120.212.180,179.144.23.207,25,83761
2016/4/11,10:50:33,202.120.207.86,179.144.23.207,80,60148
2016/4/26,18:23:15,202.120.195.234,179.144.23.207,8080,93456
2016/4/27,12:40:42,202.120.184.232,179.144.23.207,25,31983
2016/4/5,09:54:32,202.120.177.122,179.144.23.207,80,43844
2016/4/16,22:15:08,202.120.162.30,179.144.23.207,8080,40526
2016/4/20,05:10:43,202.120.152.42,179.144.23.207,80,99363
2016/4/17,15:59:00,202.120.15.20,179.144.23.207,80,69179
2016/4/9,08:50:19,202.120.141.215,179.144.23.207,443,52553
2016/4/30,15:37:10,202.120.13.92,179.144.23.207,25,4917
2016/4/25,23:30:11,202.120.129.143,179.144.23.207,8080,55575
2016/4/11,15:00:49,202.120.100.176,179.144.23.207,80,19066
2016/4/16,19:35:19,202.120.94.245,174.66.138.37,8080,33837
2016/4/17,00:09:48,202.120.9.219,174.66.138.37,80,14294
2016/4/10,22:25:03,202.120.83.201,174.66.138.37,8080,53431
2016/4/14,11:02:51,202.120.60.209,174.66.138.37,8080,57444
2016/4/10,23:16:30,202.120.44.53,174.66.138.37,25,42185
2016/4/15,10:06:18,202.120.41.34,174.66.138.37,443,26557
2016/4/24,02:15:58,202.120.255.152,174.66.138.37,443,97357
2016/4/2,09:22:07,202.120.252.217,174.66.138.37,25,99786
2016/4/2,03:48:41,202.120.234.210,174.66.138.37,80,59168
2016/4/30,06:14:26,202.120.230.213,174.66.138.37,8080,41750
2016/4/14,10:59:07,202.120.227.87,174.66.138.37,25,50271
2016/4/3,02:54:09,202.120.221.118,174.66.138.37,8080,1357
2016/4/19,05:45:17,202.120.213.256,174.66.138.37,80,58674
2016/4/21,21:23:31,202.120.210.245,174.66.138.37,25,84332
2016/4/14,19:21:24,202.120.208.235,174.66.138.37,25,56141
2016/4/23,05:49:18,202.120.207.192,174.66.138.37,8080,61157
2016/4/1,08:12:32,202.120.2.18,174.66.138.37,25,49746
2016/4/20,07:10:10,202.120.2.165,174.66.138.37,80,5266
2016/4/27,20:05:30,202.120.191.142,174.66.138.37,80,80144
2016/4/19,12:33:21,202.120.172.253,174.66.138.37,25,98378
2016/4/23,16:59:19,202.120.17.201,174.66.138.37,443,61221
2016/4/30,11:58:03,202.120.168.181,174.66.138.37,80,68152
2016/4/8,13:03:21,202.120.156.74,174.66.138.37,80,70225
2016/4/22,19:50:31,202.120.155.50,174.66.138.37,80,18782
2016/4/6,07:28:38,202.120.15.41,174.66.138.37,8080,85334
2016/4/21,04:56:27,202.120.15.251,174.66.138.37,8080,85752
2016/4/11,08:17:14,202.120.136.118,174.66.138.37,80,45608
2016/4/6,00:38:57,202.120.0.81,174.66.138.37,8080,57993
2016/4/22,17:32:16,202.120.91.250,171.22.199.171,25,13988
2016/4/7,15:41:39,202.120.9.44,171.22.199.171,443,56650
2016/4/19,15:35:35,202.120.78.50,171.22.199.171,80,94635
2016/4/24,08:10:12,202.120.73.231,171.22.199.171,8080,50890
2016/4/1,08:32:27,202.120.69.168,171.22.199.171,443,75474
2016/4/19,14:37:44,202.120.43.98,171.22.199.171,443,14630
2016/4/4,04:30:26,202.120.33.256,171.22.199.171,25,21
2016/4/21,21:34:42,202.120.237.76,171.22.199.171,25,68482
2016/4/19,07:10:19,202.120.237.191,171.22.199.171,8080,85213
2016/4/28,18:02:53,202.120.221.66,171.22.199.171,80,89901
2016/4/16,00:43:37,202.120.208.11,171.22.199.171,8080,50071
2016/4/2,06:27:56,202.120.200.49,171.22.199.171,25,99444
2016/4/2,07:20:12,202.120.20.0,171.22.199.171,80,34713
2016/4/29,12:08:53,202.120.161.244,171.22.199.171,80,65069
2016/4/24,07:32:29,202.120.155.46,171.22.199.171,443,17629
2016/4/23,08:31:19,202.120.130.123,171.22.199.171,8080,22533
2016/4/21,17:29:21,202.120.126.167,171.22.199.171,443,75019
2016/4/29,17:00:12,202.120.101.1,171.22.199.171,25,11031
2016/4/24,00:19:41,202.120.68.123,170.241.146.14,8080,23275
2016/4/29,22:15:50,202.120.60.170,170.241.146.14,443,99723
2016/4/16,00:45:17,202.120.42.79,170.241.146.14,8080,91572
2016/4/2,15:30:16,202.120.42.48,170.241.146.14,80,64932
2016/4/18,01:34:59,202.120.3.159,170.241.146.14,443,92936
2016/4/1,10:39:03,202.120.243.133,170.241.146.14,8080,9798
2016/4/18,21:45:05,202.120.219.100,170.241.146.14,80,19439
2016/4/13,04:39:02,202.120.190.138,170.241.146.14,443,29045
2016/4/15,15:23:07,202.120.179.232,170.241.146.14,443,52863
2016/4/25,00:18:07,202.120.174.132,170.241.146.14,80,76776
2016/4/16,06:28:57,202.120.167.224,170.241.146.14,25,87124
2016/4/18,03:53:36,202.120.158.147,170.241.146.14,443,70467
2016/4/11,19:35:23,202.120.141.158,170.241.146.14,443,5374
2016/4/6,17:13:14,202.120.135.219,170.241.146.14,8080,42159
2016/4/28,15:26:15,202.120.132.189,170.241.146.14,443,33602
2016/4/19,21:20:57,202.120.13.141,170.241.146.14,443,57697
2016/4/8,20:36:50,202.120.112.90,170.241.146.14,8080,49726
2016/4/1,22:12:58,202.120.96.80,169.198.141.16,25,95532
2016/4/28,00:08:44,202.120.85.217,169.198.141.16,8080,99586
2016/4/22,18:37:23,202.120.53.233,169.198.141.16,80,83012
2016/4/6,18:48:34,202.120.48.209,169.198.141.16,80,52342
2016/4/4,15:10:36,202.120.44.58,169.198.141.16,8080,27412
2016/4/2,11:47:14,202.120.40.157,169.198.141.16,25,39542
2016/4/24,19:10:15,202.120.37.124,169.198.141.16,80,32631
2016/4/29,20:46:45,202.120.242.87,169.198.141.16,80,41677
2016/4/29,02:22:14,202.120.2.88,169.198.141.16,80,24535
2016/4/17,05:02:33,202.120.191.137,169.198.141.16,25,98707
2016/4/20,08:47:10,202.120.188.58,169.198.141.16,8080,12896
2016/4/18,21:07:52,202.120.174.129,169.198.141.16,25,32515
2016/4/22,06:36:04,202.120.170.224,169.198.141.16,80,25452
2016/4/29,15:48:20,202.120.170.207,169.198.141.16,25,59887
2016/4/25,10:33:09,202.120.153.5,169.198.141.16,25,73056
2016/4/9,18:39:31,202.120.142.156,169.198.141.16,443,6779
2016/4/10,06:09:50,202.120.132.220,169.198.141.16,8080,23358
2016/4/28,18:37:22,202.120.120.147,169.198.141.16,443,80593
2016/4/7,11:03:18,202.120.118.256,169.198.141.16,443,85880
2016/4/25,09:17:05,202.120.97.238,167.232.180.37,443,42908
2016/4/10,02:35:28,202.120.93.39,167.232.180.37,25,62848
2016/4/6,06:31:52,202.120.53.6,167.232.180.37,25,98860
2016/4/23,21:45:37,202.120.53.4,167.232.180.37,8080,1767
2016/4/4,00:19:36,202.120.48.73,167.232.180.37,80,55928
2016/4/10,22:34:16,202.120.30.173,167.232.180.37,80,73946
2016/4/17,23:17:13,202.120.3.232,167.232.180.37,25,38135
2016/4/14,09:03:02,202.120.241.94,167.232.180.37,25,77975
2016/4/25,17:21:38,202.120.235.183,167.232.180.37,443,6067
2016/4/22,22:41:20,202.120.220.216,167.232.180.37,25,78412
2016/4/21,05:45:17,202.120.209.72,167.232.180.37,25,65383
2016/4/11,08:59:16,202.120.169.10,167.232.180.37,25,78086
2016/4/24,17:22:10,202.120.164.50,167.232.180.37,80,86388
2016/4/29,12:59:42,202.120.16.41,167.232.180.37,443,14812
2016/4/6,09:59:02,202.120.143.29,167.232.180.37,8080,92677
2016/4/1,12:53:37,202.120.143.239,167.232.180.37,443,88918
2016/4/8,04:16:35,202.120.142.61,167.232.180.37,443,20129
2016/4/9,14:17:51,202.120.129.108,167.232.180.37,25,88300
2016/4/10,15:59:19,202.120.109.149,167.232.180.37,80,28719
2016/4/2,08:22:24,202.120.90.253,166.212.204.222,25,46644
2016/4/13,05:21:16,202.120.78.224,166.212.204.222,8080,99617
2016/4/8,02:36:05,202.120.71.88,166.212.204.222,8080,35229
2016/4/12,08:08:42,202.120.66.70,166.212.204.222,80,65069
2016/4/29,02:28:11,202.120.46.62,166.212.204.222,80,52060
2016/4/4,21:14:06,202.120.253.229,166.212.204.222,25,39086
2016/4/11,15:47:28,202.120.251.123,166.212.204.222,25,72799
2016/4/24,11:14:07,202.120.240.222,166.212.204.222,8080,90516
2016/4/15,18:54:28,202.120.177.168,166.212.204.222,443,30828
2016/4/28,13:44:15,202.120.134.87,166.212.204.222,25,9735
2016/4/19,15:20:27,202.120.13.145,166.212.204.222,8080,71829
2016/4/22,03:26:40,202.120.123.171,166.212.204.222,80,68115
2016/4/30,07:20:22,202.120.104.198,166.212.204.222,25,62191
2016/4/9,15:45:37,202.120.98.122,166.154.145.129,8080,9712
2016/4/9,13:34:29,202.120.94.69,166.154.145.129,25,3990
2016/4/28,12:06:36,202.120.84.49,166.154.145.129,80,26463
2016/4/13,14:07:18,202.120.76.29,166.154.145.129,443,17103
2016/4/10,01:19:59,202.120.71.114,166.154.145.129,8080,74378
2016/4/15,13:06:07,202.120.7.47,166.154.145.129,80,82427
2016/4/24,09:31:00,202.120.40.27,166.154.145.129,80,85619
2016/4/22,18:34:41,202.120.254.240,166.154.145.129,80,84672
2016/4/13,04:05:16,202.120.236.121,166.154.145.129,8080,26591
2016/4/23,18:46:28,202.120.233.214,166.154.145.129,25,79731
2016/4/29,08:20:08,202.120.225.240,166.154.145.129,25,28627
2016/4/29,16:31:42,202.120.210.171,166.154.145.129,25,30713
2016/4/22,19:30:42,202.120.21.161,166.154.145.129,443,27199
2016/4/2,00:00:40,202.120.176.239,166.154.145.129,8080,34018
2016/4/23,15:53:08,202.120.164.190,166.154.145.129,25,46230
2016/4/21,08:41:58,202.120.164.122,166.154.145.129,80,20240
2016/4/15,08:52:53,202.120.160.125,166.154.145.129,80,26881
2016/4/24,05:19:27,202.120.16.18,166.154.145.129,443,88041
2016/4/22,15:50:36,202.120.147.41,166.154.145.129,443,9006
2016/4/2,06:41:44,202.120.140.80,166.154.145.129,443,22055
2016/4/9,04:45:24,202.120.139.76,166.154.145.129,25,39725
2016/4/20,04:50:18,202.120.133.148,166.154.145.129,8080,2751
2016/4/19,02:37:08,202.120.130.217,166.154.145.129,25,70602
2016/4/13,10:25:53,202.120.122.10,166.154.145.129,80,28387
2016/4/1,14:57:22,202.120.119.93,166.154.145.129,80,28038
2016/4/18,08:11:53,202.120.114.247,166.154.145.129,80,57250
2016/4/16,20:45:23,202.120.105.163,166.154.145.129,25,5780
2016/4/13,15:00:00,202.120.102.204,166.154.145.129,80,90748
2016/4/2,18:09:45,202.120.71.120,165.54.97.80,80,98219
2016/4/22,05:40:42,202.120.53.103,165.54.97.80,25,95102
2016/4/16,18:01:49,202.120.33.186,165.54.97.80,80,39751
2016/4/4,11:48:57,202.120.24.121,165.54.97.80,8080,79633
2016/4/27,07:28:44,202.120.233.28,165.54.97.80,25,23886
2016/4/3,04:00:23,202.120.231.144,165.54.97.80,443,99512
2016/4/15,11:02:29,202.120.213.118,165.54.97.80,443,57323
2016/4/28,11:39:25,202.120.208.103,165.54.97.80,443,46835
2016/4/5,01:19:11,202.120.189.67,165.54.97.80,443,77328
2016/4/3,07:46:47,202.120.185.204,165.54.97.80,443,51929
2016/4/2,15:38:40,202.120.181.0,165.54.97.80,25,13343
2016/4/15,14:02:11,202.120.153.163,165.54.97.80,443,90930
2016/4/29,12:20:11,202.120.15.87,165.54.97.80,25,28836
2016/4/3,20:47:18,202.120.148.86,165.54.97.80,8080,55436
2016/4/8,16:08:47,202.120.144.40,165.54.97.80,80,4524
2016/4/9,09:13:09,202.120.121.117,165.54.97.80,8080,9226
2016/4/23,21:05:51,202.120.11.68,165.54.97.80,8080,59297
2016/4/17,17:40:55,202.120.84.194,164.100.39.187,80,91104
2016/4/15,04:05:06,202.120.82.210,164.100.39.187,25,73094
2016/4/30,19:32:31,202.120.76.180,164.100.39.187,8080,540
2016/4/6,01:02:37,202.120.67.100,164.100.39.187,25,10289
2016/4/28,01:32:20,202.120.65.121,164.100.39.187,80,62932
2016/4/30,09:13:04,202.120.52.208,164.100.39.187,443,10218
2016/4/20,07:21:48,202.120.47.59,164.100.39.187,443,58107
2016/4/3,10:44:48,202.120.46.123,164.100.39.187,80,93679
2016/4/15,03:43:15,202.120.29.212,164.100.39.187,25,61327
2016/4/6,02:20:42,202.120.244.27,164.100.39.187,25,72411
2016/4/8,22:09:27,202.120.237.77,164.100.39.187,8080,64439
2016/4/5,05:16:47,202.120.231.63,164.100.39.187,80,47292
2016/4/30,22:47:36,202.120.227.211,164.100.39.187,8080,19510
2016/4/3,16:59:00,202.120.225.185,164.100.39.187,443,82468
2016/4/9,17:14:05,202.120.219.211,164.100.39.187,8080,17148
2016/4/24,18:05:43,202.120.204.12,164.100.39.187,8080,15021
2016/4/16,08:08:44,202.120.191.164,164.100.39.187,80,29807
2016/4/14,11:54:24,202.120.148.246,164.100.39.187,80,5618
2016/4/10,12:14:18,202.120.146.251,164.100.39.187,25,60278
2016/4/26,18:13:15,202.120.138.159,164.100.39.187,80,38101
2016/4/15,11:44:58,202.120.135.144,164.100.39.187,25,55804
2016/4/5,03:44:42,202.120.124.163,164.100.39.187,80,27997
2016/4/20,04:58:17,202.120.120.120,164.100.39.187,8080,54795
2016/4/11,08:28:04,202.120.116.123,164.100.39.187,80,73815
2016/4/28,20:36:21,202.120.101.150,164.100.39.187,25,32900
2016/4/15,10:32:51,202.120.99.243,162.92.248.97,25,96508
2016/4/5,20:28:10,202.120.79.86,162.92.248.97,443,14959
2016/4/24,07:32:26,202.120.79.213,162.92.248.97,80,94193
2016/4/30,10:30:01,202.120.74.252,162.92.248.97,443,40881
2016/4/20,04:25:14,202.120.68.38,162.92.248.97,80,10530
2016/4/16,13:23:52,202.120.63.41,162.92.248.97,25,86969
2016/4/14,05:52:58,202.120.53.101,162.92.248.97,80,46244
2016/4/3,11:12:22,202.120.46.91,162.92.248.97,80,64367
2016/4/6,20:01:27,202.120.43.15,162.92.248.97,8080,23685
2016/4/20,20:43:24,202.120.35.245,162.92.248.97,25,68912
2016/4/10,12:11:23,202.120.254.186,162.92.248.97,80,71643
2016/4/16,03:35:39,202.120.239.116,162.92.248.97,443,21099
2016/4/26,05:39:36,202.120.236.56,162.92.248.97,80,10770
2016/4/22,16:36:08,202.120.224.82,162.92.248.97,25,68154
2016/4/11,16:11:34,202.120.214.34,162.92.248.97,8080,8982
2016/4/7,16:09:23,202.120.210.98,162.92.248.97,443,37389
2016/4/3,12:53:02,202.120.183.206,162.92.248.97,80,46242
2016/4/28,23:37:47,202.120.148.67,162.92.248.97,8080,3508
2016/4/30,21:40:53,202.120.124.105,162.92.248.97,8080,73032
2016/4/29,15:03:54,202.120.113.50,162.92.248.97,25,81911
2016/4/30,08:13:03,202.120.108.111,162.92.248.97,443,84128
2016/4/9,11:01:01,202.120.101.130,162.92.248.97,443,96488
2016/4/11,20:44:42,202.120.99.33,152.221.163.85,443,54889
2016/4/16,18:49:26,202.120.68.23,152.221.163.85,80,64244
2016/4/25,11:33:53,202.120.63.30,152.221.163.85,80,94913
2016/4/6,20:39:36,202.120.53.112,152.221.163.85,80,40734
2016/4/20,20:43:25,202.120.52.239,152.221.163.85,80,80500
2016/4/25,04:44:38,202.120.27.35,152.221.163.85,443,29590
2016/4/23,22:45:50,202.120.253.147,152.221.163.85,25,95067
2016/4/6,12:02:05,202.120.251.248,152.221.163.85,25,61933
2016/4/14,21:27:25,202.120.233.16,152.221.163.85,25,14232
2016/4/11,09:28:48,202.120.216.58,152.221.163.85,25,32137
2016/4/5,12:38:49,202.120.204.235,152.221.163.85,80,77819
2016/4/15,17:05:16,202.120.201.64,152.221.163.85,8080,37384
2016/4/1,09:28:22,202.120.201.122,152.221.163.85,8080,4504
2016/4/18,15:29:13,202.120.190.88,152.221.163.85,8080,15247
2016/4/30,04:24:13,202.120.19.133,152.221.163.85,80,11584
2016/4/12,05:19:09,202.120.174.205,152.221.163.85,25,22297
2016/4/1,07:12:03,202.120.171.205,152.221.163.85,443,34929
2016/4/6,06:05:40,202.120.170.234,152.221.163.85,25,9310
2016/4/15,20:11:14,202.120.134.34,152.221.163.85,8080,6708
2016/4/10,16:37:38,202.120.128.55,152.221.163.85,8080,83932
2016/4/4,01:25:42,202.120.127.252,152.221.163.85,25,45998
2016/4/15,12:14:21,202.120.110.215,152.221.163.85,443,9029
2016/4/1,01:15:06,202.120.100.69,152.221.163.85,25,34374
2016/4/15,22:44:43,202.120.71.242,148.76.138.247,25,58732
2016/4/8,19:48:28,202.120.64.104,148.76.138.247,443,79006
2016/4/15,06:52:23,202.120.54.225,148.76.138.247,443,11412
2016/4/15,21:02:09,202.120.54.219,148.76.138.247,80,76411
2016/4/14,01:34:01,202.120.251.48,148.76.138.247,25,54412
2016/4/12,21:40:43,202.120.249.141,148.76.138.247,8080,56973
2016/4/19,02:56:44,202.120.239.192,148.76.138.247,80,98441
2016/4/25,17:56:15,202.120.230.49,148.76.138.247,80,37664
2016/4/30,13:48:40,202.120.201.234,148.76.138.247,80,42995
2016/4/5,10:23:51,202.120.155.94,148.76.138.247,80,32525
2016/4/25,03:28:44,202.120.132.242,148.76.138.247,25,35718
2016/4/17,05:44:55,202.120.119.131,148.76.138.247,443,87889
2016/4/4,01:22:07,202.120.117.186,148.76.138.247,25,76026
2016/4/16,16:04:05,202.120.99.190,148.114.32.177,25,88601
2016/4/3,15:00:07,202.120.92.193,148.114.32.177,8080,85590
2016/4/18,21:03:38,202.120.51.204,148.114.32.177,8080,94397
2016/4/11,15:36:09,202.120.50.167,148.114.32.177,8080,80602
2016/4/17,11:08:12,202.120.48.5,148.114.32.177,8080,10351
2016/4/13,07:36:21,202.120.42.181,148.114.32.177,25,773
2016/4/21,22:22:49,202.120.41.64,148.114.32.177,8080,6695
2016/4/12,02:41:46,202.120.32.147,148.114.32.177,443,72694
2016/4/2,08:56:09,202.120.26.58,148.114.32.177,443,11674
2016/4/18,07:19:44,202.120.236.240,148.114.32.177,443,73690
2016/4/21,18:09:48,202.120.215.222,148.114.32.177,443,89616
2016/4/6,08:41:07,202.120.209.216,148.114.32.177,443,7320
2016/4/24,15:51:59,202.120.208.243,148.114.32.177,8080,86423
2016/4/20,01:44:58,202.120.197.114,148.114.32.177,80,59579
2016/4/25,11:29:12,202.120.178.189,148.114.32.177,443,19566
2016/4/25,10:18:17,202.120.177.140,148.114.32.177,25,63480
2016/4/24,13:14:03,202.120.175.183,148.114.32.177,443,75760
2016/4/12,05:37:49,202.120.166.36,148.114.32.177,443,71102
2016/4/29,09:16:25,202.120.141.229,148.114.32.177,80,59368
2016/4/20,12:59:52,202.120.14.138,148.114.32.177,443,71746
2016/4/9,13:52:42,202.120.101.122,148.114.32.177,443,26361
2016/4/9,02:12:39,202.120.96.188,146.214.88.164,80,4832
2016/4/1,02:53:18,202.120.82.80,146.214.88.164,8080,60018
2016/4/5,08:44:03,202.120.66.83,146.214.88.164,80,97478
2016/4/3,04:35:39,202.120.43.74,146.214.88.164,25,65072
2016/4/23,02:23:51,202.120.39.126,146.214.88.164,25,97660
2016/4/6,10:06:57,202.120.36.195,146.214.88.164,80,68042
2016/4/4,11:34:26,202.120.30.247,146.214.88.164,443,3527
